student_id,department,faculty,domicile,status,gender,age,application_date
STU01177,Mathematics,Science,Home,Enrolled,Female,23.0,2023-06-26 19:34:34.728940
STU01178,Computer Science,Science,Home,Rejected,Female,18.0,2023-06-26 22:53:56.697247
STU01179,Medicine,Clinical Medicine,Home,Enrolled,Male,19.0,2023-06-27 02:13:18.665554
STU01180,Economics,Social Sciences,Home,Enrolled,Male,24.0,2023-06-27 05:32:40.633861
STU01181,Engineering,Engineering,International,Rejected,Male,22.0,2023-06-27 08:52:02.602168
STU01182,Veterinary Medicine,Clinical Medicine,Home,Rejected,,19.0,2023-06-27 12:11:24.570475
STU01183,History,Arts & Humanities,International,Enrolled,Female,21.0,2023-06-27 15:30:46.538782
STU01184,Engineering,Engineering,International,Enrolled,Male,21.0,2023-06-27 18:50:08.507089
STU01185,History,Arts & Humanities,Home,Rejected,Female,24.0,2023-06-27 22:09:30.475396
STU01186,English,Arts & Humanities,Home,Rejected,Male,22.0,2023-06-28 01:28:52.443703
STU01187,Engineering,Engineering,International,Rejected,Male,25.0,2023-06-28 04:48:14.412010
STU01188,Engineering,Engineering,Home,Enrolled,Female,19.0,2023-06-28 08:07:36.380316
STU01189,Psychology,Social Sciences,Home,Rejected,Female,24.0,2023-06-28 11:26:58.348623
STU01190,Psychology,Social Sciences,Home,Rejected,Female,18.0,2023-06-28 14:46:20.316930
STU01191,Medicine,Clinical Medicine,Home,Rejected,Male,19.0,2023-06-28 18:05:42.285237
STU01192,Biology,Science,International,Enrolled,Female,20.0,2023-06-28 21:25:04.253544
STU01193,Classics,Arts & Humanities,Home,Enrolled,Female,24.0,2023-06-29 00:44:26.221851
STU01194,English,Arts & Humanities,Home,Enrolled,Male,21.0,2023-06-29 04:03:48.190158
STU01195,Computer Science,Science,Home,Rejected,,20.0,2023-06-29 07:23:10.158465
STU01196,Veterinary Medicine,Clinical Medicine,Home,Enrolled,,20.0,2023-06-29 10:42:32.126772
STU01197,Psychology,Social Sciences,Home,Enrolled,Male,24.0,2023-06-29 14:01:54.095079
STU01198,Pharmacology,Clinical Medicine,Home,Rejected,Non-binary,25.0,2023-06-29 17:21:16.063386
STU01199,ENGINEERING,Engineering,International,Rejected,Female,25.0,2023-06-29 20:40:38.031693
STU01200,Philosophy,Arts & Humanities,Home,Rejected,Male,22.0,2023-06-30 00:00:00.000000
